170	0.664
171	0.693
172	0.723
173	0.753
174	0.785
175	0.818
176	0.851
177	0.886
178	0.922
179	0.958
180	0.996
181	1.035
182	1.075
183	1.115
184	1.157
185	1.2
186	1.245
187	1.29
188	1.336
189	1.384
190	1.433
191	1.483
192	1.534
193	1.586
194	1.64
195	1.695
196	1.751
197	1.808
198	1.867
199	1.927
200	1.988
201	2.051
202	2.115
203	2.18
204	2.247
205	2.315
206	2.384
207	2.455
208	2.527
209	2.601
210	2.676
211	2.752
212	2.83
213	2.909
214	2.99
215	3.072
216	3.156
217	3.241
218	3.328
219	3.416
220	3.506
221	3.598
222	3.69
223	3.785
224	3.881
225	3.978
226	4.077
227	4.178
228	4.28
229	4.384
230	4.49
231	4.597
232	4.705
233	4.816
234	4.928
235	5.041
236	5.156
237	5.273
238	5.392
239	5.512
240	5.634
241	5.757
242	5.882
243	6.009
244	6.138
245	6.268
246	6.4
247	6.534
248	6.669
249	6.806
250	6.945
251	7.085
252	7.227
253	7.371
254	7.517
255	7.664
256	7.813
257	7.964
258	8.117
259	8.271
260	8.427
261	8.585
262	8.745
263	8.906
264	9.069
265	9.234
266	9.4
267	9.569
268	9.739
269	9.911
270	10.084
271	10.26
272	10.437
273	10.616
274	10.796
275	10.979
276	11.163
277	11.349
278	11.537
279	11.726
280	11.918
281	12.111
282	12.306
283	12.502
284	12.701
285	12.901
286	13.103
287	13.306
288	13.512
289	13.719
290	13.928
291	14.139
292	14.351
293	14.566
294	14.782
295	14.999
296	15.219
297	15.44
298	15.663
299	15.888
300	16.115
301	16.343
302	16.573
303	16.805
304	17.039
305	17.274
306	17.511
307	17.75
308	17.991
309	18.233
310	18.477
311	18.723
312	18.97
313	19.219
314	19.47
315	19.723
316	19.977
317	20.233
318	20.491
319	20.751
320	21.012
321	21.275
322	21.539
323	21.806
324	22.074
325	22.343
326	22.615
327	22.888
328	23.163
329	23.439
330	23.717
331	23.997
332	24.279
333	24.562
334	24.846
335	25.133
336	25.421
337	25.711
338	26.002
339	26.295
340	26.59
341	26.886
342	27.184
343	27.484
344	27.785
345	28.088
346	28.392
347	28.698
348	29.006
349	29.315
350	29.626
351	29.938
352	30.252
353	30.568
354	30.885
355	31.204
356	31.524
357	31.846
358	32.17
359	32.495
360	32.822
361	33.15
362	33.48
363	33.811
364	34.144
365	34.478
366	34.814
367	35.151
368	35.49
369	35.831
