170	0.017
171	0.018
172	0.02
173	0.021
174	0.023
175	0.025
176	0.026
177	0.028
178	0.03
179	0.033
180	0.035
181	0.038
182	0.04
183	0.043
184	0.046
185	0.049
186	0.052
187	0.056
188	0.06
189	0.063
190	0.068
191	0.072
192	0.076
193	0.081
194	0.086
195	0.092
196	0.097
197	0.103
198	0.109
199	0.116
200	0.122
201	0.129
202	0.137
203	0.144
204	0.153
205	0.161
206	0.17
207	0.179
208	0.189
209	0.199
210	0.209
211	0.22
212	0.232
213	0.243
214	0.256
215	0.269
216	0.282
217	0.296
218	0.311
219	0.326
220	0.341
221	0.358
222	0.374
223	0.392
224	0.41
225	0.429
226	0.449
227	0.469
228	0.49
229	0.511
230	0.534
231	0.557
232	0.581
233	0.606
234	0.632
235	0.658
236	0.686
237	0.714
238	0.744
239	0.774
240	0.805
241	0.837
242	0.871
243	0.905
244	0.94
245	0.977
246	1.014
247	1.053
248	1.092
249	1.133
250	1.176
251	1.219
252	1.264
253	1.309
254	1.357
255	1.405
256	1.455
257	1.506
258	1.559
259	1.612
260	1.668
261	1.725
262	1.783
263	1.843
264	1.904
265	1.967
266	2.032
267	2.098
268	2.166
269	2.236
270	2.307
271	2.38
272	2.454
273	2.531
274	2.609
275	2.689
276	2.771
277	2.855
278	2.941
279	3.029
280	3.118
281	3.21
282	3.304
283	3.4
284	3.498
285	3.598
286	3.7
287	3.804
288	3.911
289	4.019
290	4.13
291	4.244
292	4.359
293	4.477
294	4.597
295	4.72
296	4.845
297	4.973
298	5.103
299	5.235
300	5.37
301	5.508
302	5.648
303	5.791
304	5.937
305	6.085
306	6.236
307	6.389
308	6.546
309	6.705
310	6.867
311	7.032
312	7.2
313	7.37
314	7.544
315	7.721
316	7.9
317	8.083
318	8.268
319	8.457
320	8.649
321	8.844
322	9.042
323	9.243
324	9.448
325	9.656
326	9.867
327	10.081
328	10.299
329	10.52
330	10.744
331	10.972
332	11.203
333	11.438
334	11.676
335	11.918
336	12.163
337	12.412
338	12.665
339	12.921
340	13.18
341	13.444
342	13.711
343	13.982
344	14.256
345	14.535
346	14.817
347	15.103
348	15.393
349	15.686
350	15.984
351	16.285
352	16.591
353	16.9
354	17.214
355	17.532
356	17.853
357	18.179
358	18.509
359	18.842
360	19.18
361	19.523
362	19.869
363	20.22
364	20.575
365	20.934
366	21.297
367	21.665
368	22.037
369	22.413
