170	0.02
171	0.022
172	0.024
173	0.026
174	0.028
175	0.03
176	0.032
177	0.034
178	0.037
179	0.039
180	0.042
181	0.045
182	0.048
183	0.051
184	0.055
185	0.059
186	0.063
187	0.067
188	0.071
189	0.076
190	0.08
191	0.085
192	0.091
193	0.096
194	0.102
195	0.108
196	0.115
197	0.122
198	0.129
199	0.136
200	0.144
201	0.152
202	0.161
203	0.17
204	0.179
205	0.189
206	0.199
207	0.21
208	0.221
209	0.232
210	0.244
211	0.257
212	0.27
213	0.284
214	0.298
215	0.313
216	0.328
217	0.344
218	0.361
219	0.378
220	0.396
221	0.414
222	0.434
223	0.454
224	0.474
225	0.496
226	0.518
227	0.541
228	0.565
229	0.59
230	0.615
231	0.642
232	0.669
233	0.697
234	0.726
235	0.756
236	0.788
237	0.82
238	0.853
239	0.887
240	0.922
241	0.959
242	0.996
243	1.035
244	1.074
245	1.115
246	1.158
247	1.201
248	1.246
249	1.292
250	1.339
251	1.388
252	1.438
253	1.489
254	1.542
255	1.596
256	1.652
257	1.709
258	1.768
259	1.828
260	1.89
261	1.953
262	2.019
263	2.085
264	2.154
265	2.224
266	2.296
267	2.37
268	2.445
269	2.522
270	2.602
271	2.683
272	2.766
273	2.851
274	2.937
275	3.026
276	3.117
277	3.21
278	3.305
279	3.402
280	3.502
281	3.603
282	3.707
283	3.813
284	3.921
285	4.031
286	4.144
287	4.259
288	4.377
289	4.497
290	4.619
291	4.744
292	4.871
293	5.001
294	5.133
295	5.268
296	5.406
297	5.546
298	5.689
299	5.835
300	5.983
301	6.134
302	6.288
303	6.445
304	6.605
305	6.767
306	6.933
307	7.101
308	7.272
309	7.447
310	7.624
311	7.805
312	7.988
313	8.175
314	8.365
315	8.558
316	8.754
317	8.953
318	9.156
319	9.362
320	9.571
321	9.784
322	10
323	10.219
324	10.442
325	10.669
326	10.899
327	11.132
328	11.369
329	11.61
330	11.854
331	12.101
332	12.353
333	12.608
334	12.867
335	13.13
336	13.396
337	13.666
338	13.94
339	14.218
340	14.5
341	14.786
342	15.075
343	15.369
344	15.666
345	15.968
346	16.274
347	16.583
348	16.897
349	17.215
350	17.537
351	17.863
352	18.194
353	18.528
354	18.867
355	19.211
356	19.558
357	19.91
358	20.266
359	20.626
360	20.991
361	21.361
362	21.734
363	22.113
364	22.495
365	22.883
366	23.274
367	23.671
368	24.072
369	24.477
