170	0.667
171	0.697
172	0.727
173	0.758
174	0.789
175	0.822
176	0.856
177	0.891
178	0.927
179	0.964
180	1.002
181	1.04
182	1.08
183	1.122
184	1.164
185	1.207
186	1.251
187	1.297
188	1.344
189	1.392
190	1.441
191	1.491
192	1.542
193	1.595
194	1.649
195	1.704
196	1.761
197	1.818
198	1.877
199	1.938
200	1.999
201	2.062
202	2.127
203	2.192
204	2.259
205	2.328
206	2.397
207	2.468
208	2.541
209	2.615
210	2.69
211	2.767
212	2.846
213	2.925
214	3.007
215	3.089
216	3.174
217	3.259
218	3.347
219	3.435
220	3.526
221	3.617
222	3.711
223	3.806
224	3.902
225	4
226	4.1
227	4.201
228	4.304
229	4.408
230	4.514
231	4.622
232	4.731
233	4.842
234	4.955
235	5.069
236	5.185
237	5.302
238	5.422
239	5.542
240	5.665
241	5.789
242	5.915
243	6.043
244	6.172
245	6.303
246	6.436
247	6.57
248	6.706
249	6.844
250	6.983
251	7.125
252	7.268
253	7.412
254	7.559
255	7.707
256	7.857
257	8.009
258	8.162
259	8.317
260	8.474
261	8.633
262	8.793
263	8.955
264	9.119
265	9.285
266	9.453
267	9.622
268	9.793
269	9.966
270	10.141
271	10.317
272	10.495
273	10.675
274	10.857
275	11.04
276	11.225
277	11.412
278	11.601
279	11.792
280	11.984
281	12.178
282	12.374
283	12.572
284	12.772
285	12.973
286	13.176
287	13.381
288	13.587
289	13.796
290	14.006
291	14.218
292	14.432
293	14.647
294	14.864
295	15.083
296	15.304
297	15.527
298	15.751
299	15.977
300	16.205
301	16.435
302	16.666
303	16.899
304	17.134
305	17.371
306	17.609
307	17.849
308	18.091
309	18.335
310	18.58
311	18.828
312	19.076
313	19.327
314	19.579
315	19.833
316	20.089
317	20.347
318	20.606
319	20.867
320	21.13
321	21.394
322	21.66
323	21.928
324	22.198
325	22.469
326	22.742
327	23.016
328	23.293
329	23.571
330	23.85
331	24.132
332	24.415
333	24.699
334	24.986
335	25.274
336	25.564
337	25.855
338	26.148
339	26.443
340	26.739
341	27.037
342	27.337
343	27.638
344	27.941
345	28.245
346	28.552
347	28.859
348	29.169
349	29.48
350	29.792
351	30.107
352	30.422
353	30.74
354	31.059
355	31.379
356	31.702
357	32.025
358	32.351
359	32.678
360	33.006
361	33.336
362	33.668
363	34.001
364	34.336
365	34.672
366	35.01
367	35.349
368	35.69
369	36.032
