170	0.478
171	0.499
172	0.521
173	0.543
174	0.567
175	0.59
176	0.615
177	0.64
178	0.667
179	0.693
180	0.721
181	0.75
182	0.779
183	0.809
184	0.84
185	0.871
186	0.904
187	0.937
188	0.971
189	1.006
190	1.042
191	1.079
192	1.117
193	1.156
194	1.195
195	1.236
196	1.277
197	1.32
198	1.363
199	1.408
200	1.453
201	1.499
202	1.547
203	1.595
204	1.645
205	1.695
206	1.747
207	1.799
208	1.853
209	1.907
210	1.963
211	2.02
212	2.078
213	2.137
214	2.197
215	2.258
216	2.321
217	2.384
218	2.449
219	2.515
220	2.582
221	2.65
222	2.719
223	2.79
224	2.862
225	2.934
226	3.008
227	3.084
228	3.16
229	3.238
230	3.317
231	3.397
232	3.478
233	3.561
234	3.645
235	3.73
236	3.816
237	3.904
238	3.993
239	4.083
240	4.175
241	4.267
242	4.361
243	4.457
244	4.553
245	4.651
246	4.75
247	4.851
248	4.953
249	5.056
250	5.16
251	5.266
252	5.373
253	5.481
254	5.591
255	5.702
256	5.814
257	5.928
258	6.043
259	6.16
260	6.277
261	6.396
262	6.517
263	6.639
264	6.762
265	6.886
266	7.012
267	7.139
268	7.268
269	7.398
270	7.529
271	7.662
272	7.796
273	7.931
274	8.068
275	8.206
276	8.345
277	8.486
278	8.628
279	8.772
280	8.917
281	9.063
282	9.211
283	9.36
284	9.51
285	9.662
286	9.815
287	9.97
288	10.126
289	10.283
290	10.441
291	10.601
292	10.763
293	10.926
294	11.09
295	11.255
296	11.422
297	11.59
298	11.76
299	11.931
300	12.103
301	12.277
302	12.452
303	12.628
304	12.806
305	12.985
306	13.165
307	13.347
308	13.53
309	13.715
310	13.9
311	14.088
312	14.276
313	14.466
314	14.657
315	14.85
316	15.044
317	15.239
318	15.435
319	15.633
320	15.832
321	16.033
322	16.235
323	16.438
324	16.643
325	16.848
326	17.056
327	17.264
328	17.474
329	17.685
330	17.897
331	18.111
332	18.326
333	18.542
334	18.76
335	18.979
336	19.199
337	19.42
338	19.643
339	19.867
340	20.093
341	20.319
342	20.547
343	20.776
344	21.007
345	21.238
346	21.471
347	21.705
348	21.941
349	22.178
350	22.416
351	22.655
352	22.895
353	23.137
354	23.38
355	23.624
356	23.87
357	24.116
358	24.364
359	24.613
360	24.864
361	25.115
362	25.368
363	25.622
364	25.877
365	26.133
366	26.391
367	26.65
368	26.91
369	27.171
