170	0.015
171	0.016
172	0.018
173	0.019
174	0.02
175	0.022
176	0.024
177	0.025
178	0.027
179	0.029
180	0.031
181	0.034
182	0.036
183	0.039
184	0.041
185	0.044
186	0.047
187	0.05
188	0.053
189	0.057
190	0.061
191	0.064
192	0.069
193	0.073
194	0.077
195	0.082
196	0.087
197	0.092
198	0.098
199	0.104
200	0.11
201	0.116
202	0.122
203	0.129
204	0.137
205	0.144
206	0.152
207	0.16
208	0.169
209	0.178
210	0.187
211	0.197
212	0.207
213	0.218
214	0.229
215	0.241
216	0.253
217	0.265
218	0.278
219	0.292
220	0.306
221	0.32
222	0.335
223	0.351
224	0.367
225	0.384
226	0.401
227	0.42
228	0.438
229	0.458
230	0.478
231	0.499
232	0.52
233	0.542
234	0.565
235	0.589
236	0.614
237	0.639
238	0.665
239	0.692
240	0.72
241	0.749
242	0.779
243	0.809
244	0.841
245	0.873
246	0.907
247	0.941
248	0.977
249	1.013
250	1.051
251	1.09
252	1.129
253	1.17
254	1.212
255	1.256
256	1.3
257	1.346
258	1.393
259	1.441
260	1.49
261	1.541
262	1.593
263	1.647
264	1.701
265	1.758
266	1.815
267	1.874
268	1.935
269	1.997
270	2.06
271	2.125
272	2.192
273	2.26
274	2.33
275	2.401
276	2.474
277	2.549
278	2.626
279	2.704
280	2.784
281	2.866
282	2.949
283	3.034
284	3.122
285	3.211
286	3.302
287	3.395
288	3.49
289	3.586
290	3.685
291	3.786
292	3.889
293	3.994
294	4.101
295	4.21
296	4.322
297	4.435
298	4.551
299	4.669
300	4.79
301	4.912
302	5.037
303	5.164
304	5.294
305	5.426
306	5.56
307	5.697
308	5.836
309	5.978
310	6.122
311	6.269
312	6.418
313	6.57
314	6.724
315	6.881
316	7.041
317	7.203
318	7.369
319	7.536
320	7.707
321	7.88
322	8.057
323	8.236
324	8.418
325	8.602
326	8.79
327	8.981
328	9.174
329	9.371
330	9.57
331	9.773
332	9.978
333	10.187
334	10.399
335	10.614
336	10.832
337	11.053
338	11.277
339	11.505
340	11.736
341	11.97
342	12.207
343	12.448
344	12.692
345	12.939
346	13.19
347	13.444
348	13.701
349	13.962
350	14.226
351	14.494
352	14.766
353	15.04
354	15.319
355	15.601
356	15.886
357	16.176
358	16.468
359	16.765
360	17.065
361	17.369
362	17.676
363	17.988
364	18.303
365	18.622
366	18.944
367	19.271
368	19.601
369	19.935
